product_name,manufacturer,mrpDecimal,salePriceDecimal,discountDecimal,discountPercent,vote_for_rating,rating,productVolume
Liveasy Essentials Women'S Diabetic & Orthopedic Slippers - Black With Yellow - Size Uk 6 / Us 9,LIVEASY,699.00,363.48,335.52,48,4,3.25,0
Pharmeasy Diabetic & Orthopedic Men Slippers (Fashion Range-4) Brown Color Size 9,PHARMEASY,1299.00,584.55,714.45,55,8,3.38,0
Liveasy Essentials Men'S Diabetic & Orthopedic Velcro Slippers - Black - Size Uk 10,LIVEASY,899.00,467.48,431.52,48,15,3,0
Pharmeasy Diabetic & Orthopedic Men Sandals (Fahion Range-3) Brown Color Size 10,PHARMEASY,1099.00,494.55,604.45,55,2,2.5,0
Liveasy Essentials Anti-Diabetic Slippers Red Women Uk 9,LIVEASY,999.00,519.48,479.52,48,2,4.5,0
Liveasy Essentials Diabetic & Orthopedic Brown Slipper- Men- Size Uk 11,LIVEASY,999.00,519.48,479.52,48,4,3.25,0
Liveasy Essentials Diabetic & Orthopedic Slippers Style 2- Women- Blue With Pink Size 9,LIVEASY,699.00,363.48,335.52,48,2,4,0
Pharmeasy Diabetic & Orthopedic Men Slippers (Fashion Range-4) Brown Color Size 7,PHARMEASY,1299.00,584.55,714.45,55,5,4.2,0
Pharmeasy Diabetic & Orthopedic Women Sandals (Fahion Range-2) Brown Color Size 8,PHARMEASY,1299.00,584.55,714.45,55,2,1.5,0
None,None,None,None,None,None,None,None,None
Pharmeasy Diabetic & Orthopedic Men Slippers (Fashion Range-4) Brown Color Size 10,PHARMEASY,1299.00,584.55,714.45,55,7,4.71,0
