title,url,processor Type,Generation,Price
"Asus VivoBook 15X K3504ZA Intel Core i5 1235U 16GB RAM, 512GB SSD 15.6 Inch FHD WV Display Cool Silver Laptop #K3504ZA-BQ074W",https://www.ryanscomputers.com/asus-vivobook-15x-k3504za-intel-core-i5-1235u-16gb-ram--512gb-ssd-15.6-inch-fhd-wv-display-cool-silver-laptop, Core i5, 12th (Intel),"Tk 91,500 "
MSI Modern 15 B13M Intel Core i5 1335U 16GB RAM 512GB SSD 15.6 Inch FHD IPS Display Star Blue Laptop (Laptop Bag is given Separately),https://www.ryanscomputers.com/msi-modern-15-b13m-intel-core-i5-1335u-16gb-ram-512gb-ssd-15.6-inch-fhd-ips-display-star-blue-laptop, Core i5, 13th (Intel),"Tk 91,500 "
Asus ZenBook 14 UM425UA AMD Ryzen 5 5500U 8GB RAM 512GB SSD 14 Inch FHD WV Display Pine Grey Laptop,https://www.ryanscomputers.com/asus-zenbook-14-um425ua-amd-ryzen-5-5500u-14-inch-fhd-wv-display-pine-grey-laptop, Ryzen 5, Not Applicable,"Tk 91,500 "
"HP ProBook 450 G10 Intel Core i5 1335U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Silver Laptop",https://www.ryanscomputers.com/hp-probook-450-g10-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-silver-laptop, Core i5, 13th (Intel),"Tk 91,900 "
HP 250 G8 Intel Core i7 1165G7 8GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Dark Ash Silver Laptop,https://www.ryanscomputers.com/hp-250-g8-intel-core-i7-1165g7-8gb-ram-1tb-hdd-256gb-ssd-15.6-inch-fhd-display-dark-ash-silver-laptop, Core i7, 11th (Intel),"Tk 93,500 "
MSI GF63 Thin 12UCX Intel Core i5 12450H 8GB RAM 512GB SSD 15.6 Inch FHD IPS Display Black Gaming Laptop,https://www.ryanscomputers.com/msi-gf63-thin-12ucx-12th-gen-intel-core-i5-12450h-15.6-inch-fhd-ips-display-black-gaming-laptop, Core i5, 12th (Intel),"Tk 93,500 "
Acer Aspire 5 A515-58GM Intel Core i5 1335U 8GB RAM 512GB SSD 15.6 Inch FHD IPS Display Steel Gray Gaming Laptop,https://www.ryanscomputers.com/acer-aspire-5-a515-58gm-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-ips-display-steel-gray-gaming-laptop, Core i5, 13th (Intel),"Tk 94,000 "
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop,https://www.ryanscomputers.com/asus-vivobook-15-k513eq-intel-core-i5-1135g7-15.6-inch-hearty-gold-laptop, Core i5, 11th (Intel),"Tk 94,500 "
Asus VivoBook S15 S513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop,https://www.ryanscomputers.com/asus-vivobook-s15-s513eq-hearty-gold-laptop, Core i5, 11th (Intel),"Tk 94,500 "
Asus VivoBook S15 S513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop,https://www.ryanscomputers.com/asus-vivobook-s15-s513eq-intel-1135g7-15.6-inch-fhd-oled-indie-black-laptop, Core i5, 11th (Intel),"Tk 95,000 "
Asus VivoBook S15 S513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Gold Laptop,https://www.ryanscomputers.com/asus-vivobook-s15-s513eq-11th-gen-intel-core-i5-1135g7-gold-laptop, Core i5, 11th (Intel),"Tk 95,000 "
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop #L1667W-K513EQ,https://www.ryanscomputers.com/asus-vivobook-15-k513eq-intel-core-i5-1135g7-15.6-inch-fhd-oled-display-hearty-gold-laptop, Core i5, 11th (Intel),"Tk 95,000 "
"Lenovo IdeaPad Slim 5i 14IAH8 Intel Core i5 12450H 16G RAM, 512GB SSD 14 Inch FHD+ WUXGA IPS Display Cloud Grey Laptop",https://www.ryanscomputers.com/lenovo-ideapad-slim-5i-14iah8-intel-core-i5-12450h-16g-ram-512gb-ssd-14-inch-fhd-plus-wuxga-ips-display-cloud-grey-laptop, Core i5, 12th (Intel),"Tk 95,000 "
Acer Aspire 7 A715-76G-57W7 Intel Core i5 12450H 8GB RAM 512GB SSD 15.6 Inch FHD Display Charcoal Black Gaming Laptop,https://www.ryanscomputers.com/acer-aspire-7-a715-76g-57w7-intel-core-i5-12450h-15.6-inch-fhd-display-charcoal-black-gaming-laptop, Core i5, 12th (Intel),"Tk 95,000 "
Lenovo IdeaPad FLEX 5 14ALC7 AMD Ryzen 5 5500U 16GB RAM 512GB SSD 14 Inch FHD+ WUXGA Touch Display Digital Pen Storm Grey Laptop,https://www.ryanscomputers.com/lenovo-ideapad-flex-5-14alc7-amd-ryzen-5-5500u-14-inch-fhd-plus-wuxga-touch-display-storm-grey-laptop, Ryzen 5, Not Applicable,"Tk 95,000 "
Acer Aspire 5 A515-58GM Intel Core i7 1355U 8GB RAM 512GB SSD 15.6 Inch FHD Display Steel Gray Gaming Laptop,https://www.ryanscomputers.com/acer-aspire-5-a515-58gm-intel-core-i7-1355u-15.6-inch-fhd-display-steel-gray-gaming-laptop, Core i7, 13th (Intel),"Tk 95,900 "
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop #K513EQ-L1667WN,https://www.ryanscomputers.com/asus-vivobook-15-k513eq-intel-core-i5-1135g7-16gb-ram-512gb-ssd-15.6-inch-fhd-oled-display-hearty-gold-laptop, Core i5, 11th (Intel),"Tk 96,000 "
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop,https://www.ryanscomputers.com/asus-vivobook-15-k513eq-intel-core-i5-1135g7-16gb-ram-512gb-ssd-15.6-inch-fhd-oled-display-indie-black-laptop, Core i5, 11th (Intel),"Tk 96,500 "
Asus VivoBook S15 S513EQ Intel Core i5 1135G7 16GB DDR4 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop,https://www.ryanscomputers.com/asus-vivobook-s15-s513eq-intel-core-i5-1135g7-15.6-inch-fhd-oled-display-indie-black-laptop, Core i5, Not Applicable,"Tk 97,000 "
"Asus VivoBook S15 S513EQ Intel Core i5 1135G7 16GB DDR4, 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop",https://www.ryanscomputers.com/asus-vivobook-s15-s513eq-intel-core-i5-1135g7-16gb-ddr4-512gb-ssd-15.6-inch-fhd-oled-display-hearty-gold-laptop, Core i5, 11th (Intel),"Tk 97,000 "
"MSI GF63 Thin 11SC Intel Core i7 11800H 16GB RAM, 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop with MSI Essential Backpack",https://www.ryanscomputers.com/msi-gf63-thin-11sc-intel-core-i7-11800h-16gb-ram-512gb-ssd-15.6-inch-fhd-display-black-gaming-laptop, Core i7, 11th (Intel),"Tk 97,000 "
"Acer TravelMate P214-54 Intel Core i7 1255U 8GB RAM, 512GB SSD 14 Inch FHD IPS Display Black Laptop",https://www.ryanscomputers.com/acer-travelmate-p214-54-intel-core-i7-1255u-14-inch-fhd-ips-display-black-laptop, Core i7, 12th (Intel),"Tk 97,000 "
Asus ExpertBook B3 Flip B3402FEA Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Touch Display Star Black Laptop #LE1009 (Stylus Pen Included),https://www.ryanscomputers.com/asus-expertbook-b3-flip-b3402fea-11th-gen-intel-core-i5-1135g7-14-inch-fhd-led-touch-display-star-black-laptop, Core i5, 11th (Intel),"Tk 97,000 "
Dell Inspiron 15 5510 Intel Core i7 11370H 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop,https://www.ryanscomputers.com/dell-inspiron-15-5510-intel-core-i7-11370h-15-6-inch-fhd-display-silver-laptop, Core i7, 11th (Intel),"Tk 98,000 "
Asus ExpertBook L2 Flip L2402FYA AMD Ryzen 5 5625U 8GB RAM 512GB SSD 14 Inch FHD Touch Display Star Black Laptop,https://www.ryanscomputers.com/asus-expertbook-l2-flip-l2402fya-amd-ryzen-5-5625u-14-inch-fhd-touch-led-display-star-black-laptop, Ryzen 5, Not Applicable,"Tk 100,000 "
"Asus VivoBook 15X K3504VA Intel Core i5 1335U 16GB RAM, 512GB SSD 15.6 Inch FHD WV Display Cool Silver Laptop",https://www.ryanscomputers.com/asus-vivobook-15x-k3504va-intel-core-i5-1335u-16gb-ram-512gb-ssd-15.6-inch-fhd-wv-display-cool-silver-laptop, Core i5, 13th (Intel),"Tk 101,000 "
"MSI Cyborg 15 A12UCX Intel Core i5 12450H 8GB RAM, 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop with MSI Essential Backpack",https://www.ryanscomputers.com/msi-cyborg-15-a12ucx-intel-core-i5-12450h-8gb-ram-512gb-ssd-15.6-inch-fhd-display-black-gaming-laptop, Core i5, 12th (Intel),"Tk 103,000 "
"Asus VivoBook 15X K3504ZA Intel Core i7 1255U 16GB RAM, 512GB SSD 15.6 Inch FHD WV Display Cool Silver Laptop #K3504ZA-BQ075W",https://www.ryanscomputers.com/asus-vivobook-15x-k3504za-intel-core-i7-1255u-16gb-ram-512gb-ssd-15.6-inch-fhd-wv-display-cool-silver-laptop, Core i7, 12th (Intel),"Tk 107,500 "
Asus VivoBook 16X OLED M1603QA AMD Ryzen 5 5600H 8GB RAM 512GB SSD 16 Inch 4K WQUXGA OLED Display Quiet Blue Laptop,https://www.ryanscomputers.com/asus-vivobook-16x-oled-m1603qa-amd-ryzen-5-5600h-4k-wquxga-oled-display-quiet-blue-laptop, Ryzen 5, Not Applicable,"Tk 108,000 "
"Lenovo IdeaPad Slim 5 Light 14ABR8 AMD Ryzen 5 7530U 16GB RAM, 512GB SSD 14 Inch FHD IPS Anti-Glare Display Cloud Grey Laptop",https://www.ryanscomputers.com/lenovo-ideapad-slim-5-light-14abr8-amd-ryzen-5-7530u-16gb-ram-512gb-ssd-14-inch-fhd-ips-anti-glare-display-cloud-grey-laptop, Ryzen 5, Not Applicable,"Tk 108,000 "
MSI Commercial 14 H A13MG Intel Core i5 13420H 8GB RAM 1TB SSD 14 Inch FHD+ IPS Display Black Laptop with MSI Essential Backpack,https://www.ryanscomputers.com/msi-commercial-14-h-a13mg-intel-core-i5-13420h-8gb-ram-1tb-ssd-14-inch-fhd-plus-ips-display-black-laptop, Core i5, 13th (Intel),"Tk 108,000 "
"Lenovo IdeaPad Slim 5 Light 14ABR8 AMD Ryzen 7 7730U 16GB RAM, 512GB SSD 14 Inch FHD IPS Anti-Glare Display Cloud Grey Laptop",https://www.ryanscomputers.com/lenovo-ideapad-slim-5-light-14abr8-amd-ryzen-7-7730u-16gb-ram-512gb-ssd-14-inch-fhd-ips-anti-glare-display-cloud-grey-laptop, Ryzen 7, Not Applicable,"Tk 111,500 "
Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Space Gray MacBook MacBook,https://www.ryanscomputers.com/apple-macbook-air-late-2020-apple-m1-chip-13.3-inch-retina-display-space-gray-macbook, Apple M1, Not Applicable,"Tk 112,000 "
Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Touch ID Gold MacBook,https://www.ryanscomputers.com/apple-macbook-air-late-2020-apple-m1-chip-13.3-inch-retina-display-touch-id-gold-macbook, Apple M1, Not Applicable,"Tk 112,000 "
Asus VivoBook 15 X513EP Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD WV Display Cobalt Blue Laptop,https://www.ryanscomputers.com/asus-vivobook-15-x513ep-intel-core-i7-1165g7-15.6-inch-fhd-wv-display-cobalt-blue-laptop, Core i7, 11th (Intel),"Tk 112,000 "
Asus VivoBook 15 X513EP Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD WV Display Bespoke Black Laptop,https://www.ryanscomputers.com/asus-vivobook-15-x513ep-intel-core-i7-1165g7-15.6-inch-fhd-wv-display-bespoke-black-laptop, Core i7, 11th (Intel),"Tk 112,000 "
Asus ExpertBook B5 Flip B5302FEA Intel Core i5 1135G7 8GB RAM 512GB SSD 13.3 Inch FHD OLED Touch Display Star Black Laptop (Stylus Pen Included),https://www.ryanscomputers.com/asus-expertbook-b5-flip-b5302fea-intel-core-i5-1135g7-13.3-inch-star-black-laptop, Core i5, 11th (Intel),"Tk 113,000 "
Asus VivoBook Pro 15 K3500PA Intel Core i7 11370H 8GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop,https://www.ryanscomputers.com/asus-vivobook-pro-15-k3500pa-11th-gen-intel-core-i7-11370h-15.6-inch-fhd-display-quiet-blue-laptop, Core i7, 11th (Intel),"Tk 113,500 "
"MSI Cyborg 15 A13UC Intel Core i5 13420H 16GB RAM, 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop with MSI Essential Backpack",https://www.ryanscomputers.com/msi-cyborg-15-a13uc-intel-core-i5-13420h-16gb-ram-512gb-ssd-15.6-inch-fhd-display-black-gaming-laptop, Core i5, 13th (Intel),"Tk 113,500 "
ASUS Vivobook 15 X1504VA Intel Core i7 1355U 16GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop,https://www.ryanscomputers.com/asus-vivobook-15-x1504va-intel-core-i7-1355u-15.6-inch-fhd-display-quiet-blue-laptop, Core i7, 13th (Intel),"Tk 114,000 "
Lenovo Yoga 6 13ABR8 AMD Ryzen 5 7530U 16GB RAM 512GB SSD 13.3 Inch FHD+ WUXGA IPS Touch Display Dark Teal Laptop,https://www.ryanscomputers.com/lenovo-yoga-6-13abr8-amd-ryzen-5-7530u-16gb-ram-512gb-ssd-13.3-inch-fhd-plus-wuxga-ips-touch-display-dark-teal-laptop, Ryzen 5, Not Applicable,"Tk 114,500 "
Asus VivoBook S15 S513EQ Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop,https://www.ryanscomputers.com/asus-vivobook-s15-s513eq-15.6-inch-hearty-gold-laptop, Core i7, 11th (Intel),"Tk 115,500 "
"Asus TUF Gaming F15 FX507ZC4 Intel Core i5 12500H 8GB RAM, 512GB SSD 15.6 Inch FHD Display Mecha Gray Gaming Laptop",https://www.ryanscomputers.com/asus-tuf-gaming-f15-fx507zc4-intel-core-i5-12500h-8gb-ram-512gb-ssd-15.6-inch-fhd-display-mecha-gray-gaming-laptop, Core i5, 12th (Intel),"Tk 115,900 "
Acer Nitro 5 AN515-58-59JP Intel Core i5 12450H 8GB RAM 512GB SSD 15.6 Inch FHD Display Obsidian Black Gaming Laptop,https://www.ryanscomputers.com/acer-nitro-5-an515-58-59jp-intel-core-i5-12450h-15.6-inch-fhd-display-obsidian-black-gaming-laptop, Core i5, 12th (Intel),"Tk 117,000 "
"Lenovo IdeaPad FLEX 5i 14IAU7 Intel Core i5 1235U 16GB RAM, 512GB SSD 14 Inch FHD+ WUXGA IPS Touch Display Storm Grey Laptop",https://www.ryanscomputers.com/lenovo-ideapad-flex-5i-14iau7-intel-core-i5-1235u-16gb-ram-512gb-ssd-14-inch-fhd-plus-wuxga-ips-touch-display-storm-grey-laptop, Core i5, 12th (Intel),"Tk 118,000 "
"HP ProBook 440 G10 Intel Core i7 1355U 8GB RAM, 512GB SSD 14 Inch FHD Display Silver Laptop",https://www.ryanscomputers.com/hp-probook-440-g10-intel-core-i7-1355u-8gb-ram-512gb-ssd-14-inch-fhd-display-silver-laptop, Core i7, 13th (Intel),"Tk 118,500 "
"HP ProBook 450 G10 Intel Core i7 1355U 8GB RAM, 512GB SSD 15.6 Inch FHD IPS Display Silver Laptop",https://www.ryanscomputers.com/hp-probook-450-g10-intel-core-i7-1355u-8gb-ram-512gb-ssd-15.6-inch-fhd-ips-display-silver-laptop, Core i7, 13th (Intel),"Tk 118,500 "
"Lenovo IdeaPad Gaming 3 15ARH7 AMD Ryzen 5 7535HS 8GB RAM, 512GB SSD 15.6 Inch FHD Display Onyx Grey Gaming Laptop",https://www.ryanscomputers.com/lenovo-ideapad-gaming-3-15arh7-amd-ryzen-5-7535hs-8gb-ram-512gb-ssd-15.6-inch-fhd-display-onyx-grey-gaming-laptop, Ryzen 5, Not Applicable,"Tk 120,500 "
Lenovo IdeaPad Slim 5i Pro 16ITL-6 Intel Core i5 11300H 16GB DDR4 RAM 512GB SSD 16 Inch 2.5K WQXGA IPS Display Storm Grey Laptop,https://www.ryanscomputers.com/lenovo-ideapad-slim-5i-pro-16itl-6-intel-core-i5-11300h-16-inch-2.5k-wqxga-ips-display-storm-grey-laptop, Core i5, 11th (Intel),"Tk 121,000 "
Gigabyte Gaming G5 MF Intel Core i5 12500H 8GB RAM 512GB SSD 15.6 Inch FHD Display Matte Black Gaming Laptop,https://www.ryanscomputers.com/gigabyte-gaming-g5-mf-12th-gen-intel-core-i5-12500h-15.6-inch-fhd-display-matte-black-gaming-laptop, Core i5, 12th (Intel),"Tk 124,000 "
"Microsoft Surface Laptop Go 3 Intel Core i5 1235U 8GB RAM, 256GB SSD 12.4 Inch PixelSense MultiTouch Display Sage Surface Go Laptop",https://www.ryanscomputers.com/microsoft-surface-laptop-go-3-intel-core-i5-1235u-8gb-ram-256gb-ssd-12.4-inch-pixelsense-multitouch-display-sage-surface-go-laptop, Core i5, 12th (Intel),"Tk 124,000 "
"Asus VivoBook S 14 Flip TP3402VA Intel Core i5 1335U 16GB RAM, 512GB SSD 14 Inch WUXGA Touch Display Quiet Blue Laptop",https://www.ryanscomputers.com/asus-vivobook-s-14-flip-tp3402va-intel-core-i5-1335u-16gb-ram-512gb-ssd-14-inch-wuxga-touch-display-quiet-blue-laptop, Core i5, 13th (Intel),"Tk 124,000 "
Lenovo Yoga 6 13ABR8 AMD Ryzen 7 7730U 16GB RAM 512GB SSD 13.3 Inch FHD+ WUXGA IPS Touch Display Dark Teal Laptop,https://www.ryanscomputers.com/lenovo-yoga-6-13abr8-amd-ryzen-7-7730u-16gb-ram-512gb-ssd-13.3-inch-fhd-plus-wuxga-ips-touch-display-dark-teal-laptop, Ryzen 7, Not Applicable,"Tk 125,500 "
"Lenovo IdeaPad Pro 5 16ARP8 AMD Ryzen 5 7535HS 16GB RAM, 512GB SSD 16 Inch 2.5K QHD WQXGA Display Arctic Grey Laptop",https://www.ryanscomputers.com/lenovo-ideapad-pro-5-16arp8-amd-ryzen-5-7535hs-16gb-ram-512gb-ssd-16-inch-2.5k-qhd-wqxga-display-arctic-grey-laptop, Ryzen 5, Not Applicable,"Tk 125,500 "
"Lenovo IdeaPad FLEX 5i 14IRU8 Intel Core i5 1335U 16GB RAM, 512GB SSD 14 Inch FHD+ WUXGA IPS Touch Display Arctic Grey Laptop",https://www.ryanscomputers.com/lenovo-ideapad-flex-5i-14iru8-intel-core-i5-1335u-16gb-ram-512gb-ssd-14-inch-fhd-plus-wuxga-ips-touch-display-arctic-grey-laptop, Core i5, 13th (Intel),"Tk 128,000 "
MSI Cyborg 15 A12VE Intel Core i5 12450H 16GB RAM 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop,https://www.ryanscomputers.com/msi-cyborg-15-a12ve-intel-core-i5-12450h-15.6-inch-fhd-display-black-gaming-laptop, Core i5, 12th (Intel),"Tk 129,500 "
Asus TUF Gaming F15 FX506HE Intel Core i7 11800H 8GB RAM 512GB SSD 15.6 Inch FHD Display Graphite Black Gaming Laptop FX506HE-HN018W,https://www.ryanscomputers.com/asus-tuf-gaming-f15-fx506he-intel-core-i7-11800h-8gb-ram-512gb-ssd-15.6-inch-fhd-display-graphite-black-gaming-laptop, Core i7, 11th (Intel),"Tk 129,900 "
"Asus VivoBook 15X OLED K3504VA Intel Core i7 1360P 16GB RAM, 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop",https://www.ryanscomputers.com/asus-vivobook-15x-oled-k3504va-intel-core-i7-1360p-15.6-inch-fhd-oled-display-indie-black-laptop, Core i7, 13th (Intel),"Tk 130,500 "
"Lenovo IdeaPad Pro 5 16ARP8 AMD Ryzen 7 7735HS 16GB RAM, 512GB SSD 16 Inch 2.5K QHD WQXGA Display Arctic Grey Laptop",https://www.ryanscomputers.com/lenovo-ideapad-pro-5-16arp8-amd-ryzen-7-7735hs-16gb-ram-512gb-ssd-16-inch-2.5k-qhd-wqxga-display-arctic-grey-laptop, Ryzen 7, Not Applicable,"Tk 130,500 "
"Asus TUF Gaming F15 FX507ZC4 Intel Core i7 12700H 8GB RAM, 512GB SSD 15.6 Inch FHD Display Mecha Gray Gaming Laptop",https://www.ryanscomputers.com/asus-tuf-gaming-f15-fx507zc4-intel-core-i7-12700h-8gb-ram-512gb-ssd-15.6-inch-fhd-display-mecha-gray-gaming-laptop, Core i7, 12th (Intel),"Tk 131,900 "
Asus TUF Gaming F15 FX506HE Intel Core i5 11400H 8GB RAM 512GB SSD 15.6 Inch FHD Display Graphite Black Gaming Laptop,https://www.ryanscomputers.com/asus-tuf-gaming-f15-fx506he-intel-core-i5-11400h-graphite-black-gaming-laptop, Core i5, 11th (Intel),"Tk 133,500 "
Lenovo IdeaPad Gaming 3 15ARH7 AMD Ryzen 5 7535HS 8GB RAM 512GB SSD 15.6 Inch FHD Display Onyx Grey Gaming Laptop,https://www.ryanscomputers.com/lenovo-ideapad-gaming-3-15arh7-amd-ryzen-5-7535hs-15.6-inch-fhd-display-onyx-grey-gaming-laptop, Ryzen 5, Not Applicable,"Tk 134,000 "
Gigabyte Gaming G5 KF Intel Core i5 12500H 8GB RAM 512GB SSD 15.6 Inch FHD Display Matte Black Gaming Laptop,https://www.ryanscomputers.com/gigabyte-gaming-g5-kf-12th-gen-intel-core-i5-12500h-15.6-inch-fhd-display-matte-black-gaming-laptop, Core i5, 12th (Intel),"Tk 135,000 "
Microsoft Surface Go 3 (Wi-Fi) Intel Core i3 10100Y 8GB RAM 128GB SSD 10.5 Inch PixelSense MultiTouch Display Black Surface Go (Type Cover is sold separately),https://www.ryanscomputers.com/microsoft-surface-go-3-intel-core-i3-10100y-10.5-inch-pixelsense-multitouch-display-black-surface-go-laptop, Core i3, 10th (Intel),"Tk 138,000 (Estimated)"
Lenovo IdeaPad Gaming 3 15ARH7 AMD Ryzen 7 7735HS 16GB RAM 512GB SSD 15.6 Inch FHD Display Onyx Grey Gaming Laptop,https://www.ryanscomputers.com/lenovo-ideapad-gaming-3-15arh7-amd-ryzen-7-7735hs-15.6-inch-fhd-display-onyx-grey-gaming-laptop, Ryzen 7, Not Applicable,"Tk 139,000 "
Asus VivoBook Pro 15 M3500QC AMD Ryzen 7 5800H 16GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop,https://www.ryanscomputers.com/asus-vivobook-pro-15-m3500qc-15.6-inch-quiet-blue-laptop, Ryzen 7, Not Applicable,"Tk 139,500 "
"Lenovo IdeaPad Slim 5i 16IRL8 Intel Core i7 13700H 16GB RAM, 512GB SSD 16 Inch FHD+ WUXGA Display Cloud Grey Laptop",https://www.ryanscomputers.com/lenovo-ideapad-slim-5i-16irl8-intel-core-i7-13700h-16-inch-fhd-plus-wuxga-display-cloud-grey-laptop, Core i7, 13th (Intel),"Tk 140,000 "
Asus TUF Gaming A15 FA507RE AMD Ryzen 7 6800H 16GB RAM 512GB SSD 15.6 Inch FHD Display Mecha Gray (TUF) Gaming Laptop,https://www.ryanscomputers.com/asus-tuf-gaming-a15-fa507re-amd-ryzen-7-6800h-tuf-gaming-laptop, Ryzen 7, Not Applicable,"Tk 142,900 "
Asus TUF Gaming A15 FA507RE AMD Ryzen 7 6800H 16GB RAM 512GB SSD 15.6 Inch FHD Display Jaeger Gray (TUF) Gaming Laptop,https://www.ryanscomputers.com/asus-tuf-gaming-a15-fa507re-amd-ryzen-7-6800h-jaeger-gray-tuf-gaming-laptop, Ryzen 7, Not Applicable, 
Microsoft Surface Laptop 4 Intel Core i5 1135G7 16GB RAM 512GB SSD 13.5 Inch Pixelsense Multi Touch Display Ice Blue Alcantara Surface Laptop,https://www.ryanscomputers.com/microsoft-surface-laptop-4-intel-core-i5-1135g7-13.5-inch-pixelsense-multi-touch-display-ice-blue-laptop, Core i5, 11th (Intel),"Tk 142,900 "
Asus VivoBook Pro 15 M3500QC AMD Ryzen 7 5800H 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Quiet Blue Laptop #L1373W-M3500QC,https://www.ryanscomputers.com/asus-vivobook-pro-15-m3500qc-amd-ryzen-7-5800h-quiet-blue-laptop, Ryzen 7, Not Applicable, 
Microsoft Surface Pro 9 (Wi-Fi) Intel Core i5 1235U 8GB RAM 256GB SSD 13 Inch Pixelsense Flow Multi Touch Display Graphite 2-in-1 Detachable Laptop (Type Cover is sold separately),https://www.ryanscomputers.com/microsoft-surface-pro-9-intel-core-i5-1235u-13-inch-pixelsense-flow-multi-touch-display-laptop, Core i5, 12th (Intel),"Tk 144,000 "
Gigabyte AORUS 15 9MF Intel Core i5 12500H 8GB RAM 512GB SSD 15.6 Inch FHD Display Matte Black Gaming Laptop,https://www.ryanscomputers.com/gigabyte-aorus-15-9mf-intel-core-i5-12500h-15.6-inch-fhd-display-matte-black-gaming-laptop, Core i5, 12th (Intel),"Tk 144,500 "
Asus VivoBook 16X OLED K3605ZF Intel Core i5 12450H 16GB RAM 512GB SSD 16 Inch 3.2K OLED Display Indie Black Laptop,https://www.ryanscomputers.com/asus-vivobook-16x-oled-k3605zf-intel-core-i5-12450h-16-inch-3.2k-oled-display-indie-black-laptop, Core i5, 12th (Intel),"Tk 145,000 "
"Lenovo LOQ Gaming 15IRH8 Intel Core i5 13420H 16GB RAM, 512GB SSD 15.6 Inch FHD IPS Display Storm Grey Gaming Laptop",https://www.ryanscomputers.com/lenovo-loq-gaming-15irh8-intel-core-i5-13420h-16gb-ram-512gb-ssd-15.6-inch-fhd-ips-display-storm-grey-gaming-laptop, Core i5, 13th (Intel),"Tk 146,000 "
Apple MacBook Air (2022) Apple M2 Chip 8GB RAM 256GB SSD 13.6 Inch Liquid Retina Display Space Gray MacBook,https://www.ryanscomputers.com/apple-macbook-air-2022-apple-m2-chip-13.6-inch-liquid-retina-display-space-gray-macbook, Apple M2, Not Applicable,"Tk 148,000 "
"Microsoft Surface Laptop 5 Intel Core i5 1235U 8GB RAM, 512GB SSD 13.5 Inch Pixelsense Multi Touch Display Matte Black Metal Surface Laptop #R1S-00026",https://www.ryanscomputers.com/microsoft-surface-laptop-5-intel-core-i5-1235u-13.5-inch-pixelsense-multi-touch-display-matte-black-metal-surface-laptop, Core i5, 12th (Intel),"Tk 148,000 "
"Lenovo IdeaPad FLEX 5i 14IAU7 Intel Core i7 1255U 16GB RAM, 512GB SSD 14 Inch FHD+ WUXGA IPS Touch Display Storm Grey Laptop",https://www.ryanscomputers.com/lenovo-ideapad-flex-5i-14iau7-intel-core-i7-1255u-16gb-ram-512gb-ssd-14-inch-fhd-plus-wuxga-ips-touch-display-storm-grey-laptop, Core i7, 12th (Intel),"Tk 149,000 (Estimated)"
Asus VivoBook Pro 15 M3500QC AMD Ryzen 9 5900HX 16GB RAM 512GB SSD 15.6 Inch FHD WV Display Quiet Blue Laptop,https://www.ryanscomputers.com/asus-vivobook-pro-15-m3500qc-amd-ryzen-9-5900hx-15.6-inch-fhd-wv-display-quiet-blue-laptop, Ryzen 9, Not Applicable,"Tk 149,000 "
